"ID","MonthlyIncome"
974,2580.08578075188
975,5623.25581748025
976,2731.25469965131
977,6397.13556768546
978,2832.0339789176
979,9619.25327991151
980,19162.6142964344
981,2697.13756644226
982,9374.32832292453
983,2828.93352898518
984,2646.74792680911
985,5687.913604597
986,2781.47866414394
987,2428.75118671193
988,5637.52396496385
989,9669.47724440413
990,2680.86506001817
991,5726.82504756998
992,2781.64433928446
993,5676.43540793684
994,5385.41009165761
995,5257.32776030081
996,5503.52719599856
997,2529.53046597822
998,16552.1469763935
999,9223.15940402509
1000,2576.98533081946
1001,5877.99396646941
1002,4404.06780840575
1003,5201.1893581997
1004,6379.10041197742
1005,3033.59253745018
1006,5738.30324423014
1007,2495.57900790968
1008,5943.62881098716
1009,19313.7832153339
1010,4958.51951951086
1011,9467.91868587155
1012,5301.96863746599
1013,5939.86180276272
1014,4278.17675216562
1015,5586.96865019019
1016,2929.71280825147
1017,3030.49208751776
1018,9122.38012475881
1019,9223.15940402509
1020,2199.88957608884
1021,5738.30324423014
1022,5307.71739993395
1023,5050.02043930026
1024,9356.14849733428
1025,15910.065195563
1026,18732.0284521382
1027,5525.2664890374
1028,5536.74468569756
1029,5486.35504606442
1030,8921.73900736529
1031,5486.35504606442
1032,2935.02820483983
1033,12611.5611499497
1034,2580.08578075188
1035,4099.70478117568
1036,2580.08578075188
1037,5587.13432533071
1038,8518.62189030013
1039,12611.5611499497
1040,5994.0184506203
1041,2677.59893494522
1042,2832.0339789176
1043,9122.38012475881
1044,6191.81000092844
1045,2451.83777425456
1046,2425.6507367795
1047,5724.03509674654
1048,12456.1232112995
1049,2932.81325818389
1050,5637.52396496385
1051,10475.877153675
1052,2778.37821421151
1053,5842.84953172087
1054,2832.0339789176
1055,2680.69938487765
1056,2828.93352898518
1057,5522.31086307344
1058,16111.7894292361
1059,6029.16288536885
1060,2832.0339789176
1061,5352.35827709913
1062,5673.47978197287
1063,6044.24241511292
1064,2545.96864754282
1065,5714.60152522355
1066,2778.54388935203
1067,3537.48893378163
1068,19666.5106927659
1069,5385.41009165761
1070,2596.35828717597
1071,2646.74792680911
1072,6026.37293454541
1073,2495.57900790968
1074,5943.62881098716
1075,5587.13432533071
1076,16414.1272670349
1077,19313.7832153339
1078,4379.12170657243
1079,5201.1893581997
1080,5503.36152085804
1081,2932.81325818389
1082,2731.25469965131
1083,2293.85477423658
1084,6040.64108202901
1085,9115.19120843954
1086,9474.94192705029
1087,5587.13432533071
1088,2832.0339789176
1089,2832.0339789176
1090,5587.13432533071
1091,5637.52396496385
1092,5710.83451699911
1093,12510.6161955429
1094,5637.52396496385
1095,5412.26368742468
1096,5774.42473637968
1097,3386.32001488219
1098,2582.13505226729
1099,2929.71280825147
1100,5875.20401564597
1101,19061.8350171681
1102,5687.913604597
1103,5610.05523773282
1104,10382.1211155874
1105,2932.81325818389
1106,2781.47866414394
1107,2983.20289781704
1108,5575.65612867055
1109,5486.1893709239
1110,5587.13432533071
1111,5865.77044412298
1112,12708.2370846057
1113,12758.6267242389
1114,6040.47540688849
1115,9685.95506236418
1116,2781.47866414394
1117,6278.32113271113
1118,4049.31514154254
1119,9635.56542273103
1120,2797.91684570855
1121,9626.27652109025
1122,16033.9310623719
1123,5049.85476415974
1124,15781.9828642062
1125,2630.47542038503
1126,2293.85477423658
1127,2677.59893494522
1128,4328.73206693929
1129,16111.7894292361
1130,2728.15424971889
1131,12460.2265559098
1132,16061.3997896029
1133,5943.62881098716
1134,2576.81965567893
1135,3030.49208751776
1136,2828.93352898518
1137,3383.21956494977
1138,5637.35828982333
1139,9475.10760219082
1140,15796.3023818964
1141,5943.62881098716
1142,5788.69288386329
1143,9786.73434163047
1144,5486.35504606442
1145,5625.88009316317
1146,5687.913604597
1147,4177.56314803986
1148,2728.15424971889
1149,2680.86506001817
1150,5994.0184506203
1151,2579.92010561136
1152,5536.57901055704
1153,5553.75116049119
1154,2576.98533081946
1155,6177.54185344484
1156,12470.8781607115
1157,2646.74792680911
1158,5453.13755636542
1159,2731.25469965131
1160,5724.03509674654
1161,2832.0339789176
1162,9266.5258024795
1163,2929.54713311095
1164,9367.30508174579
1165,2781.47866414394
1166,2476.04037641264
1167,9131.66902639959
1168,5587.13432533071
1169,2832.0339789176
1170,2932.81325818389
